"","expenditure_category","subcategory","agency","fiscal_year","Categorical.Citywide.Exp","FY_CPI","Adjusted.Categorical.Citywide.Exp","human_services"
"2089","General Government","Equal Employment Practices Commission","Equal Employment Practices Commission",2011,722000,221.237,1010273.60251676,FALSE
"2090","General Government","Civil Service Commission","Civil Service Commission",2011,482000,221.237,674448.582289581,FALSE
"2091","General Government","Landmarks Preservation Commission","Landmarks Preservation Commission",2011,4479000,221.237,6267334.4399897,FALSE
"2092","General Government","Districting Commission","Districting Commission",2011,NA,221.237,NA,FALSE
"2093","General Government","Commission on Human Rights","Commission on Human Rights",2011,6136000,221.237,8585926.35047483,TRUE
"2094","General Government","Office of Racial Equity","Office of Racial Equity",2011,NA,221.237,NA,TRUE
"2095","General Government","Commission of Racial Equity","Commission of Racial Equity",2011,NA,221.237,NA,TRUE
"2096","General Government","Department of Youth and Community Development","Department of Youth and Community Development",2011,318832000,221.237,446132345.204464,TRUE
"2097","General Government","Conflicts of Interest Board","Conflicts of Interest Board",2011,1981000,221.237,2771955.68779183,FALSE
"2098","General Government","Office of Collective Bargaining","Office of Collective Bargaining",2011,2013000,221.237,2816732.35715545,FALSE
"2099","General Government","Manhattan Community Board #1","Manhattan Community Board #1",2011,232000,221.237,324630.852886271,FALSE
"2100","General Government","Manhattan Community Board #2","Manhattan Community Board #2",2011,316000,221.237,442169.609965783,FALSE
"2101","General Government","Manhattan Community Board #3","Manhattan Community Board #3",2011,330000,221.237,461759.402812369,FALSE
"2102","General Government","Manhattan Community Board #4","Manhattan Community Board #4",2011,245000,221.237,342821.374815243,FALSE
"2103","General Government","Manhattan Community Board #5","Manhattan Community Board #5",2011,239000,221.237,334425.749309564,FALSE
"2104","General Government","Manhattan Community Board #6","Manhattan Community Board #6",2011,276000,221.237,386198.773261254,FALSE
"2105","General Government","Manhattan Community Board #7","Manhattan Community Board #7",2011,223000,221.237,312037.414627752,FALSE
"2106","General Government","Manhattan Community Board #8","Manhattan Community Board #8",2011,288000,221.237,402990.024272613,FALSE
"2107","General Government","Manhattan Community Board #9","Manhattan Community Board #9",2011,222000,221.237,310638.143710139,FALSE
"2108","General Government","Manhattan Community Board #10","Manhattan Community Board #10",2011,199000,221.237,278454.912605034,FALSE
"2109","General Government","Manhattan Community Board #11","Manhattan Community Board #11",2011,255000,221.237,356814.083991376,FALSE
"2110","General Government","Manhattan Community Board #12","Manhattan Community Board #12",2011,195000,221.237,272857.828934581,FALSE
"2111","General Government","Bronx Community Board #1","Bronx Community Board #1",2011,235000,221.237,328828.665639111,FALSE
"2112","General Government","Bronx Community Board #2","Bronx Community Board #2",2011,243000,221.237,340022.832980017,FALSE
"2113","General Government","Bronx Community Board #3","Bronx Community Board #3",2011,245000,221.237,342821.374815243,FALSE
"2114","General Government","Bronx Community Board #4","Bronx Community Board #4",2011,199000,221.237,278454.912605034,FALSE
"2115","General Government","Bronx Community Board #5","Bronx Community Board #5",2011,206000,221.237,288249.809028327,FALSE
"2116","General Government","Bronx Community Board #6","Bronx Community Board #6",2011,197000,221.237,275656.370769808,FALSE
"2117","General Government","Bronx Community Board #7","Bronx Community Board #7",2011,244000,221.237,341422.10389763,FALSE
"2118","General Government","Bronx Community Board #8","Bronx Community Board #8",2011,247000,221.237,345619.91665047,FALSE
"2119","General Government","Bronx Community Board #9","Bronx Community Board #9",2011,168000,221.237,235077.514159024,FALSE
"2120","General Government","Bronx Community Board #10","Bronx Community Board #10",2011,259000,221.237,362411.167661829,FALSE
"2121","General Government","Bronx Community Board #11","Bronx Community Board #11",2011,236000,221.237,330227.936556724,FALSE
"2122","General Government","Bronx Community Board #12","Bronx Community Board #12",2011,208000,221.237,291048.350863554,FALSE
"2123","General Government","Queens Community Board #1","Queens Community Board #1",2011,208000,221.237,291048.350863554,FALSE
"2124","General Government","Queens Community Board #2","Queens Community Board #2",2011,275000,221.237,384799.502343641,FALSE
"2125","General Government","Queens Community Board #3","Queens Community Board #3",2011,279000,221.237,390396.586014093,FALSE
"2126","General Government","Queens Community Board #4","Queens Community Board #4",2011,250000,221.237,349817.72940331,FALSE
"2127","General Government","Queens Community Board #5","Queens Community Board #5",2011,235000,221.237,328828.665639111,FALSE
"2128","General Government","Queens Community Board #6","Queens Community Board #6",2011,263000,221.237,368008.251332282,FALSE
"2129","General Government","Queens Community Board #7","Queens Community Board #7",2011,277000,221.237,387598.044178867,FALSE
"2130","General Government","Queens Community Board #8","Queens Community Board #8",2011,268000,221.237,375004.605920348,FALSE
"2131","General Government","Queens Community Board #9","Queens Community Board #9",2011,194000,221.237,271458.558016968,FALSE
"2132","General Government","Queens Community Board #10","Queens Community Board #10",2011,229000,221.237,320433.040133432,FALSE
"2133","General Government","Queens Community Board #11","Queens Community Board #11",2011,242000,221.237,338623.562062404,FALSE
"2134","General Government","Queens Community Board #12","Queens Community Board #12",2011,208000,221.237,291048.350863554,FALSE
"2135","General Government","Queens Community Board #13","Queens Community Board #13",2011,240000,221.237,335825.020227177,FALSE
"2136","General Government","Queens Community Board #14","Queens Community Board #14",2011,217000,221.237,303641.789122073,FALSE
"2137","General Government","Brooklyn Community Board #1","Brooklyn Community Board #1",2011,264000,221.237,369407.522249895,FALSE
"2138","General Government","Brooklyn Community Board #2","Brooklyn Community Board #2",2011,243000,221.237,340022.832980017,FALSE
"2139","General Government","Brooklyn Community Board #3","Brooklyn Community Board #3",2011,185000,221.237,258865.119758449,FALSE
"2140","General Government","Brooklyn Community Board #4","Brooklyn Community Board #4",2011,308000,221.237,430975.442624877,FALSE
"2141","General Government","Brooklyn Community Board #5","Brooklyn Community Board #5",2011,180000,221.237,251868.765170383,FALSE
"2142","General Government","Brooklyn Community Board #6","Brooklyn Community Board #6",2011,197000,221.237,275656.370769808,FALSE
"2143","General Government","Brooklyn Community Board #7","Brooklyn Community Board #7",2011,207000,221.237,289649.07994594,FALSE
"2144","General Government","Brooklyn Community Board #8","Brooklyn Community Board #8",2011,240000,221.237,335825.020227177,FALSE
"2145","General Government","Brooklyn Community Board #9","Brooklyn Community Board #9",2011,180000,221.237,251868.765170383,FALSE
"2146","General Government","Brooklyn Community Board #10","Brooklyn Community Board #10",2011,280000,221.237,391795.856931707,FALSE
"2147","General Government","Brooklyn Community Board #11","Brooklyn Community Board #11",2011,231000,221.237,323231.581968658,FALSE
"2148","General Government","Brooklyn Community Board #12","Brooklyn Community Board #12",2011,264000,221.237,369407.522249895,FALSE
"2149","General Government","Brooklyn Community Board #13","Brooklyn Community Board #13",2011,229000,221.237,320433.040133432,FALSE
"2150","General Government","Brooklyn Community Board #14","Brooklyn Community Board #14",2011,263000,221.237,368008.251332282,FALSE
"2151","General Government","Brooklyn Community Board #15","Brooklyn Community Board #15",2011,155000,221.237,216886.992230052,FALSE
"2152","General Government","Brooklyn Community Board #16","Brooklyn Community Board #16",2011,235000,221.237,328828.665639111,FALSE
"2153","General Government","Brooklyn Community Board #17","Brooklyn Community Board #17",2011,315000,221.237,440770.33904817,FALSE
"2154","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2011,188000,221.237,263062.932511289,FALSE
"2155","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2011,235000,221.237,328828.665639111,FALSE
"2156","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2011,192000,221.237,268660.016181742,FALSE
"2157","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2011,256000,221.237,358213.354908989,FALSE
"2158","General Government","Department of Small Business Services","Department of Small Business Services",2011,142319000,221.237,199142837.723798,TRUE
"2159","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2011,23322000,221.237,32633796.3405759,FALSE
"2160","General Government","Business Integrity Commission","Business Integrity Commission",2011,6851000,221.237,9586405.0565683,FALSE
"2161","General Government","Department of Finance","Department of Finance",2011,212432000,221.237,297249919.570415,FALSE
"2162","General Government","Department of Design and Construction","Department of Design and Construction",2011,11023000,221.237,15424163.3248507,FALSE
"2163","General Government","Department of Citywide Administrative Services","Department of Citywide Administrative Services",2011,349381000,221.237,488878672.466631,FALSE
"2164","General Government","Department of Information Technology and Telecommunications","Department of Information Technology and Telecommunications",2011,278568000,221.237,389792100.977685,FALSE
"2165","General Government","Department of Records and Information Services","Department of Records and Information Services",2011,5022000,221.237,7027138.54825368,FALSE
"2166","General Government","Department of Consumer & Worker Protection","Department of Consumer & Worker Protection",2011,19906000,221.237,27853886.8860091,FALSE
"2167","General Government","Miscellaneous--Technology Development Corporation","Miscellaneous--Technology Development Corporation",2011,NA,221.237,NA,FALSE
"2168","Public Safety and Judicial","Department of Emergency Management","Department of Emergency Management",2011,33592000,221.237,47004308.6644639,FALSE
"2169","Public Safety and Judicial","Civilian Complaint Review Board","Civilian Complaint Review Board",2011,9622000,221.237,13463784.7692746,FALSE
"2170","Public Safety and Judicial","Police Department","Police Department",2011,4557699000,221.237,6377455661.93494,FALSE
